PUBLICATION_DATE,TAXA_ID,ALGAL_GROUP,CLASS,FAMILY,GENUS,ORDER,PHYLUM,SPECIES,TARGET_TAXON
4/25/2021,4135,DIATOM,BACILLARIOPHYCEAE,PERONIACEAE,PERONIA,PENNALES,CHRYSOPHYTA,PERONIA FIBULA,PERONIA FIBULA
4/25/2021,4136,DIATOM,BACILLARIOPHYCEAE,PINNULARIACEAE,CALONEIS,PENNALES,CHRYSOPHYTA,CALONEIS LIMOSA,CALONEIS LIMOSA
4/25/2021,4137,DIATOM,BACILLARIOPHYCEAE,PINNULARIACEAE,CALONEIS,PENNALES,CHRYSOPHYTA,,CALONEIS
4/25/2021,4138,DIATOM,BACILLARIOPHYCEAE,PINNULARIACEAE,PINNULARIA,PENNALES,CHRYSOPHYTA,PINNULARIA BOREALIS,PINNULARIA BOREALIS
4/25/2021,4139,DIATOM,BACILLARIOPHYCEAE,PINNULARIACEAE,PINNULARIA,PENNALES,CHRYSOPHYTA,,PINNULARIA
4/25/2021,4140,DIATOM,BACILLARIOPHYCEAE,PLAGIOTROPIDACEAE,PLAGIOTROPIS,PENNALES,CHRYSOPHYTA,,PLAGIOTROPIS
4/25/2021,4141,DIATOM,BACILLARIOPHYCEAE,PLEUROSIGMATACEAE,GYROSIGMA,PENNALES,CHRYSOPHYTA,,GYROSIGMA
4/25/2021,4142,DIATOM,BACILLARIOPHYCEAE,PLEUROSIGMATACEAE,PLEUROSIGMA,PENNALES,CHRYSOPHYTA,,PLEUROSIGMA
4/25/2021,4143,DIATOM,BACILLARIOPHYCEAE,RHIZOSOLENIACEAE,RHIZOSOLENIA,CENTRALES,CHRYSOPHYTA,,RHIZOSOLENIA
4/25/2021,4144,DIATOM,BACILLARIOPHYCEAE,RHOICOSPHENIACEAE,RHOICOSPHENIA,PENNALES,CHRYSOPHYTA,RHOICOSPHENIA ABBREVIATA,RHOICOSPHENIA ABBREVIATA
4/25/2021,4145,DIATOM,BACILLARIOPHYCEAE,RHOICOSPHENIACEAE,RHOICOSPHENIA,PENNALES,CHRYSOPHYTA,RHOICOSPHENIA CURVATA,RHOICOSPHENIA CURVATA
4/25/2021,4146,DIATOM,BACILLARIOPHYCEAE,RHOICOSPHENIACEAE,RHOICOSPHENIA,PENNALES,CHRYSOPHYTA,,RHOICOSPHENIA
4/25/2021,4147,DIATOM,BACILLARIOPHYCEAE,RHOPALODIACEAE,EPITHEMIA,PENNALES,CHRYSOPHYTA,EPITHEMIA ADNATA,EPITHEMIA ADNATA
4/25/2021,4148,DIATOM,BACILLARIOPHYCEAE,RHOPALODIACEAE,EPITHEMIA,PENNALES,CHRYSOPHYTA,EPITHEMIA SOREX,EPITHEMIA SOREX
4/25/2021,4149,DIATOM,BACILLARIOPHYCEAE,RHOPALODIACEAE,EPITHEMIA,PENNALES,CHRYSOPHYTA,EPITHEMIA TURGIDA,EPITHEMIA TURGIDA
4/25/2021,4150,DIATOM,BACILLARIOPHYCEAE,RHOPALODIACEAE,EPITHEMIA,PENNALES,CHRYSOPHYTA,,EPITHEMIA
4/25/2021,4151,DIATOM,BACILLARIOPHYCEAE,RHOPALODIACEAE,RHOPALODIA,PENNALES,CHRYSOPHYTA,RHOPALODIA GIBBA,RHOPALODIA GIBBA
4/25/2021,4152,DIATOM,BACILLARIOPHYCEAE,RHOPALODIACEAE,RHOPALODIA,PENNALES,CHRYSOPHYTA,,RHOPALODIA
4/25/2021,4153,DIATOM,BACILLARIOPHYCEAE,SELLAPHORACEAE,SELLAPHORA,PENNALES,CHRYSOPHYTA,SELLAPHORA LAEVISSIMA,SELLAPHORA LAEVISSIMA
4/25/2021,4154,DIATOM,BACILLARIOPHYCEAE,SELLAPHORACEAE,SELLAPHORA,PENNALES,CHRYSOPHYTA,SELLAPHORA PUPULA,SELLAPHORA PUPULA
4/25/2021,4155,DIATOM,BACILLARIOPHYCEAE,SELLAPHORACEAE,SELLAPHORA,PENNALES,CHRYSOPHYTA,,SELLAPHORA
4/25/2021,4156,DIATOM,BACILLARIOPHYCEAE,STAURONEIDACEAE,CRATICULA,PENNALES,CHRYSOPHYTA,CRATICULA AMBIGUA,CRATICULA AMBIGUA
4/25/2021,4157,DIATOM,BACILLARIOPHYCEAE,STAURONEIDACEAE,CRATICULA,PENNALES,CHRYSOPHYTA,,CRATICULA
4/25/2021,4158,DIATOM,BACILLARIOPHYCEAE,STAURONEIDACEAE,STAURONEIS,PENNALES,CHRYSOPHYTA,STAURONEIS PHOENICENTERON,STAURONEIS PHOENICENTERON
4/25/2021,4159,DIATOM,BACILLARIOPHYCEAE,STAURONEIDACEAE,STAURONEIS,PENNALES,CHRYSOPHYTA,,STAURONEIS
4/25/2021,4160,DIATOM,BACILLARIOPHYCEAE,STEPHANODISCACEAE,CYCLOTELLA,CENTRALES,CHRYSOPHYTA,CYCLOTELLA BODANICA,CYCLOTELLA BODANICA
4/25/2021,4161,DIATOM,BACILLARIOPHYCEAE,STEPHANODISCACEAE,CYCLOTELLA,CENTRALES,CHRYSOPHYTA,CYCLOTELLA MENEGHINIANA,CYCLOTELLA MENEGHINIANA
4/25/2021,4162,DIATOM,BACILLARIOPHYCEAE,STEPHANODISCACEAE,CYCLOTELLA,CENTRALES,CHRYSOPHYTA,CYCLOTELLA OCELLATA,CYCLOTELLA OCELLATA
4/25/2021,4163,DIATOM,BACILLARIOPHYCEAE,STEPHANODISCACEAE,CYCLOTELLA,CENTRALES,CHRYSOPHYTA,CYCLOTELLA STELLIGERA,CYCLOTELLA STELLIGERA
4/25/2021,4164,DIATOM,BACILLARIOPHYCEAE,STEPHANODISCACEAE,CYCLOTELLA,CENTRALES,CHRYSOPHYTA,,CYCLOTELLA
4/25/2021,4165,DIATOM,BACILLARIOPHYCEAE,STEPHANODISCACEAE,PUNCTICULATA,CENTRALES,CHRYSOPHYTA,PUNCTICULATA BODANICA,PUNCTICULATA BODANICA
4/25/2021,4166,DIATOM,BACILLARIOPHYCEAE,STEPHANODISCACEAE,STEPHANODISCUS,CENTRALES,CHRYSOPHYTA,STEPHANODISCUS BINDERANUS,STEPHANODISCUS BINDERANUS
4/25/2021,4167,DIATOM,BACILLARIOPHYCEAE,STEPHANODISCACEAE,STEPHANODISCUS,CENTRALES,CHRYSOPHYTA,STEPHANODISCUS NIAGARAE,STEPHANODISCUS NIAGARAE
4/25/2021,4168,DIATOM,BACILLARIOPHYCEAE,STEPHANODISCACEAE,STEPHANODISCUS,CENTRALES,CHRYSOPHYTA,,STEPHANODISCUS
4/25/2021,4169,DIATOM,BACILLARIOPHYCEAE,SURIRELLACEAE,CAMPYLODISCUS,PENNALES,CHRYSOPHYTA,CAMPYLODISCUS CLYPEUS,CAMPYLODISCUS CLYPEUS
4/25/2021,4170,DIATOM,BACILLARIOPHYCEAE,SURIRELLACEAE,CAMPYLODISCUS,PENNALES,CHRYSOPHYTA,,CAMPYLODISCUS
4/25/2021,4171,DIATOM,BACILLARIOPHYCEAE,SURIRELLACEAE,CYMATOPLEURA,PENNALES,CHRYSOPHYTA,CYMATOPLEURA ELLIPTICA,CYMATOPLEURA ELLIPTICA
4/25/2021,4172,DIATOM,BACILLARIOPHYCEAE,SURIRELLACEAE,CYMATOPLEURA,PENNALES,CHRYSOPHYTA,CYMATOPLEURA SOLEA,CYMATOPLEURA SOLEA
4/25/2021,4173,DIATOM,BACILLARIOPHYCEAE,SURIRELLACEAE,CYMATOPLEURA,PENNALES,CHRYSOPHYTA,,CYMATOPLEURA
4/25/2021,4174,DIATOM,BACILLARIOPHYCEAE,SURIRELLACEAE,STENOPTEROBIA,PENNALES,CHRYSOPHYTA,,STENOPTEROBIA
4/25/2021,4175,DIATOM,BACILLARIOPHYCEAE,SURIRELLACEAE,SURIRELLA,PENNALES,CHRYSOPHYTA,SURIRELLA OVALIS,SURIRELLA OVALIS
4/25/2021,4176,DIATOM,BACILLARIOPHYCEAE,SURIRELLACEAE,SURIRELLA,PENNALES,CHRYSOPHYTA,SURIRELLA OVATA,SURIRELLA OVATA
4/25/2021,4177,DIATOM,BACILLARIOPHYCEAE,SURIRELLACEAE,SURIRELLA,PENNALES,CHRYSOPHYTA,,SURIRELLA
4/25/2021,4178,DIATOM,BACILLARIOPHYCEAE,TABELLARIACEAE,TABELLARIA,PENNALES,CHRYSOPHYTA,TABELLARIA FENESTRATA,TABELLARIA FENESTRATA
4/25/2021,4179,DIATOM,BACILLARIOPHYCEAE,TABELLARIACEAE,TABELLARIA,PENNALES,CHRYSOPHYTA,TABELLARIA FLOCCULOSA,TABELLARIA FLOCCULOSA
4/25/2021,4180,DIATOM,BACILLARIOPHYCEAE,TABELLARIACEAE,TABELLARIA,PENNALES,CHRYSOPHYTA,TABELLARIA VENTRICOSA,TABELLARIA VENTRICOSA
4/25/2021,4181,DIATOM,BACILLARIOPHYCEAE,TABELLARIACEAE,TABELLARIA,PENNALES,CHRYSOPHYTA,,TABELLARIA
4/25/2021,4182,DIATOM,BACILLARIOPHYCEAE,,,CENTRALES,CHRYSOPHYTA,,CENTRALES
4/25/2021,4183,DIATOM,BACILLARIOPHYCEAE,,,PENNALES,CHRYSOPHYTA,,PENNALES
4/25/2021,4184,DIATOM,BACILLARIOPHYCEAE,,,,CHRYSOPHYTA,,BACILLARIOPHYCEAE
4/25/2021,4185,GREEN ALGAE,CHLOROPHYCEAE,CHARACIACEAE,ANKYRA,CHLOROCOCCALES,CHLOROPHYTA,ANKYRA JUDAI,ANKYRA JUDAI
4/25/2021,4186,GREEN ALGAE,CHLOROPHYCEAE,CHARACIACEAE,ANKYRA,CHLOROCOCCALES,CHLOROPHYTA,,ANKYRA
4/25/2021,4187,GREEN ALGAE,CHLOROPHYCEAE,CHARACIACEAE,CHARACIUM,SPHAEROPLEALES,CHLOROPHYTA,CHARACIUM AMBIGUUM,CHARACIUM AMBIGUUM
4/25/2021,4188,GREEN ALGAE,CHLOROPHYCEAE,CHARACIACEAE,CHARACIUM,SPHAEROPLEALES,CHLOROPHYTA,CHARACIUM LIMNETICUM,CHARACIUM LIMNETICUM
4/25/2021,4189,GREEN ALGAE,CHLOROPHYCEAE,CHARACIACEAE,CHARACIUM,SPHAEROPLEALES,CHLOROPHYTA,,CHARACIUM
4/25/2021,4190,GREEN ALGAE,CHLOROPHYCEAE,CHLAMYDOMONADACEAE,CARTERIA,VOLVOCALES,CHLOROPHYTA,,CARTERIA
4/25/2021,4191,GREEN ALGAE,CHLOROPHYCEAE,CHLAMYDOMONADACEAE,CHLAMYDOMONAS,VOLVOCALES,CHLOROPHYTA,CHLAMYDOMONAS GLOBOSA,CHLAMYDOMONAS GLOBOSA
4/25/2021,4192,GREEN ALGAE,CHLOROPHYCEAE,CHLAMYDOMONADACEAE,CHLAMYDOMONAS,VOLVOCALES,CHLOROPHYTA,CHLAMYDOMONAS GROVEI,CHLAMYDOMONAS GROVEI
4/25/2021,4193,GREEN ALGAE,CHLOROPHYCEAE,CHLAMYDOMONADACEAE,CHLAMYDOMONAS,VOLVOCALES,CHLOROPHYTA,CHLAMYDOMONAS MONADINA,CHLAMYDOMONAS MONADINA
4/25/2021,4194,GREEN ALGAE,CHLOROPHYCEAE,CHLAMYDOMONADACEAE,CHLAMYDOMONAS,VOLVOCALES,CHLOROPHYTA,,CHLAMYDOMONAS
4/25/2021,4195,GREEN ALGAE,CHLOROPHYCEAE,CHLAMYDOMONADACEAE,CHLOROGONIUM,VOLVOCALES,CHLOROPHYTA,,CHLOROGONIUM
4/25/2021,4196,GREEN ALGAE,CHLOROPHYCEAE,CHLAMYDOMONADACEAE,SPHAERELLOPSIS,VOLVOCALES,CHLOROPHYTA,,SPHAERELLOPSIS
4/25/2021,4197,GREEN ALGAE,CHLOROPHYCEAE,CHLAMYDOMONADACEAE,,VOLVOCALES,CHLOROPHYTA,,CHLAMYDOMONADACEAE
4/25/2021,4198,GREEN ALGAE,CHLOROPHYCEAE,CHLORELLACAE,CORONASTRUM,CHLORELLALES,CHLOROPHYTA,CORONASTRUM ELLIPSOIDEUM,CORONASTRUM ELLIPSOIDEUM
4/25/2021,4199,GREEN ALGAE,CHLOROPHYCEAE,CHLORELLACAE,DIACANTHOS,CHLORELLALES,CHLOROPHYTA,DIACANTHOS BELANOPHORUS,DIACANTHOS BELANOPHORUS
4/25/2021,4200,GREEN ALGAE,CHLOROPHYCEAE,CHLORELLACAE,DIDYMOGENES,CHLORELLALES,CHLOROPHYTA,,DIDYMOGENES
4/25/2021,4201,GREEN ALGAE,CHLOROPHYCEAE,CHLORELLACAE,GOLENKINIOPSIS,CHLORELLALES,CHLOROPHYTA,GOLENKINIOPSIS CHLORELLOIDES,GOLENKINIOPSIS CHLORELLOIDES
4/25/2021,4202,GREEN ALGAE,CHLOROPHYCEAE,CHLORELLACAE,GOLENKINIOPSIS,CHLORELLALES,CHLOROPHYTA,,GOLENKINIOPSIS
4/25/2021,4203,GREEN ALGAE,CHLOROPHYCEAE,CHLORELLACEAE,PODOHEDRA,CHLORELLALES,CHLOROPHYTA,PODOHEDRA FALCATA,PODOHEDRA FALCATA
4/25/2021,4204,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,CHLOROCOCCUM,CHLOROCOCCALES,CHLOROPHYTA,,CHLOROCOCCUM
4/25/2021,4205,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON ARTHRODESMIFORME,TETRAEDRON ARTHRODESMIFORME
4/25/2021,4206,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON BIFURCATUM,TETRAEDRON BIFURCATUM
4/25/2021,4207,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON CAUDATUM,TETRAEDRON CAUDATUM
4/25/2021,4208,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON CONSTRICTUM,TETRAEDRON CONSTRICTUM
4/25/2021,4209,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON DUOSPINUM,TETRAEDRON DUOSPINUM
4/25/2021,4210,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON GRACILE,TETRAEDRON GRACILE
4/25/2021,4211,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON HASTATUM,TETRAEDRON HASTATUM
4/25/2021,4212,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON HETERACANTHUM,TETRAEDRON HETERACANTHUM
4/25/2021,4213,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON LIMNETICUM,TETRAEDRON LIMNETICUM
4/25/2021,4214,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON MINIMUM,TETRAEDRON MINIMUM
4/25/2021,4215,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON MINUTUM,TETRAEDRON MINUTUM
4/25/2021,4216,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON MUTICUM,TETRAEDRON MUTICUM
4/25/2021,4217,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON PENTAEDRICUM,TETRAEDRON PENTAEDRICUM
4/25/2021,4218,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON PLACTONICUM,TETRAEDRON PLACTONICUM
4/25/2021,4219,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON PUSILLUM,TETRAEDRON PUSILLUM
4/25/2021,4220,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON REGULARE,TETRAEDRON REGULARE
4/25/2021,4221,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON TRIGONUM,TETRAEDRON TRIGONUM
4/25/2021,4222,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,TETRAEDRON VICTORIAE,TETRAEDRON VICTORIAE
4/25/2021,4223,GREEN ALGAE,CHLOROPHYCEAE,CHLOROCOCCACEAE,TETRAEDRON,CHLOROCOCCALES,CHLOROPHYTA,,TETRAEDRON
4/25/2021,4224,GREEN ALGAE,CHLOROPHYCEAE,CLADOPHORACEAE,CLADOPHORA,CLADOPHORALES,CHLOROPHYTA,CLADOPHORA GLOMERATA,CLADOPHORA GLOMERATA
4/25/2021,4225,GREEN ALGAE,CHLOROPHYCEAE,CLADOPHORACEAE,CLADOPHORA,CLADOPHORALES,CHLOROPHYTA,,CLADOPHORA
4/25/2021,4226,GREEN ALGAE,CHLOROPHYCEAE,CLADOPHORACEAE,RHIZOCLONIUM,CLADOPHORALES,CHLOROPHYTA,,RHIZOCLONIUM
4/25/2021,4227,GREEN ALGAE,CHLOROPHYCEAE,COCCOMYXACEAE,ELAKATOTHRIX,TETRASPORALES,CHLOROPHYTA,ELAKATOTHRIX GELATINOSA,ELAKATOTHRIX GELATINOSA
4/25/2021,4228,GREEN ALGAE,CHLOROPHYCEAE,COCCOMYXACEAE,ELAKATOTHRIX,TETRASPORALES,CHLOROPHYTA,ELAKATOTHRIX VIRIDIS,ELAKATOTHRIX VIRIDIS
4/25/2021,4229,GREEN ALGAE,CHLOROPHYCEAE,COCCOMYXACEAE,ELAKATOTHRIX,TETRASPORALES,CHLOROPHYTA,,ELAKATOTHRIX
4/25/2021,4230,GREEN ALGAE,CHLOROPHYCEAE,COCCOMYXACEAE,NANNOCHLORIS,CHLOROCOCCALES,CHLOROPHYTA,,NANNOCHLORIS
4/25/2021,4231,GREEN ALGAE,CHLOROPHYCEAE,CYLINDROCAPSACEAE,CYLINDROCAPSA,CYLINDROCAPSALES,CHLOROPHYTA,CYLINDROCAPSA GEMINELLA,CYLINDROCAPSA GEMINELLA
4/25/2021,4232,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ARTHRODESMUS,ZYGNEMATALES,CHLOROPHYTA,ARTHRODESMUS IMPAR,ARTHRODESMUS IMPAR
4/25/2021,4233,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ARTHRODESMUS,ZYGNEMATALES,CHLOROPHYTA,ARTHRODESMUS INCUS,ARTHRODESMUS INCUS
4/25/2021,4234,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ARTHRODESMUS,ZYGNEMATALES,CHLOROPHYTA,ARTHRODESMUS LONGISPINUS,ARTHRODESMUS LONGISPINUS
4/25/2021,4235,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ARTHRODESMUS,ZYGNEMATALES,CHLOROPHYTA,ARTHRODESMUS OCTOCORNIS,ARTHRODESMUS OCTOCORNIS
4/25/2021,4236,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ARTHRODESMUS,ZYGNEMATALES,CHLOROPHYTA,ARTHRODESMUS RALFSII,ARTHRODESMUS RALFSII
4/25/2021,4237,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ARTHRODESMUS,ZYGNEMATALES,CHLOROPHYTA,ARTHRODESMUS SUBULATUS,ARTHRODESMUS SUBULATUS
4/25/2021,4238,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ARTHRODESMUS,ZYGNEMATALES,CHLOROPHYTA,ARTHRODESMUS TRIANGULARIS,ARTHRODESMUS TRIANGULARIS
4/25/2021,4239,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ARTHRODESMUS,ZYGNEMATALES,CHLOROPHYTA,ARTHRODESMUS VALIDUS,ARTHRODESMUS VALIDUS
4/25/2021,4240,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ARTHRODESMUS,ZYGNEMATALES,CHLOROPHYTA,,ARTHRODESMUS
4/25/2021,4241,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,BAMBUSINA,ZYGNEMATALES,CHLOROPHYTA,,BAMBUSINA
4/25/2021,4242,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,CLOSTERIUM,ZYGNEMATALES,CHLOROPHYTA,CLOSTERIUM ACICULARE,CLOSTERIUM ACICULARE
4/25/2021,4243,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,CLOSTERIUM,ZYGNEMATALES,CHLOROPHYTA,CLOSTERIUM ACUTUM,CLOSTERIUM ACUTUM
4/25/2021,4244,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,CLOSTERIUM,ZYGNEMATALES,CHLOROPHYTA,CLOSTERIUM CLOSTERIOIDES,CLOSTERIUM CLOSTERIOIDES
4/25/2021,4245,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,CLOSTERIUM,ZYGNEMATALES,CHLOROPHYTA,CLOSTERIUM CORNU,CLOSTERIUM CORNU
4/25/2021,4246,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,CLOSTERIUM,ZYGNEMATALES,CHLOROPHYTA,CLOSTERIUM GRACILE,CLOSTERIUM GRACILE
4/25/2021,4247,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,CLOSTERIUM,ZYGNEMATALES,CHLOROPHYTA,CLOSTERIUM KUENTZINGII,CLOSTERIUM KUENTZINGII
4/25/2021,4248,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,CLOSTERIUM,ZYGNEMATALES,CHLOROPHYTA,CLOSTERIUM PARVULUM,CLOSTERIUM PARVULUM
4/25/2021,4249,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,CLOSTERIUM,ZYGNEMATALES,CHLOROPHYTA,CLOSTERIUM SETACEUM,CLOSTERIUM SETACEUM
4/25/2021,4250,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,CLOSTERIUM,ZYGNEMATALES,CHLOROPHYTA,,CLOSTERIUM
4/25/2021,4251,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,COSMARIUM,DESMIDIALES,CHLOROPHYTA,COSMARIUM BIRETUM,COSMARIUM BIRETUM
4/25/2021,4252,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,COSMARIUM,DESMIDIALES,CHLOROPHYTA,COSMARIUM HAMMERI,COSMARIUM HAMMERI
4/25/2021,4253,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,COSMARIUM,DESMIDIALES,CHLOROPHYTA,COSMARIUM PORRECTUM,COSMARIUM PORRECTUM
4/25/2021,4254,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,COSMARIUM,DESMIDIALES,CHLOROPHYTA,COSMARIUM UNDULATUM,COSMARIUM UNDULATUM
4/25/2021,4255,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,COSMARIUM,DESMIDIALES,CHLOROPHYTA,,COSMARIUM
4/25/2021,4256,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,DESMIDIUM,ZYGNEMATALES,CHLOROPHYTA,DESMIDIUM SWARTZII,DESMIDIUM SWARTZII
4/25/2021,4257,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,DESMIDIUM,ZYGNEMATALES,CHLOROPHYTA,,DESMIDIUM
4/25/2021,4258,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,EUASTRUM,DESMIDIALES,CHLOROPHYTA,EUASTRUM BIDNETATUM,EUASTRUM BIDNETATUM
4/25/2021,4259,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,EUASTRUM,DESMIDIALES,CHLOROPHYTA,EUASTRUM DENTICULATUM,EUASTRUM DENTICULATUM
4/25/2021,4260,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,EUASTRUM,DESMIDIALES,CHLOROPHYTA,EUASTRUM PSEUDOCORELLOIDES,EUASTRUM PSEUDOCORELLOIDES
4/25/2021,4261,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,EUASTRUM,DESMIDIALES,CHLOROPHYTA,,EUASTRUM
4/25/2021,4262,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,HYALOTHECA,ZYGNEMATALES,CHLOROPHYTA,HYALOTHECA DISSILIENS,HYALOTHECA DISSILIENS
4/25/2021,4263,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,HYALOTHECA,ZYGNEMATALES,CHLOROPHYTA,HYALOTHECA UNDULATA,HYALOTHECA UNDULATA
4/25/2021,4264,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,HYALOTHECA,ZYGNEMATALES,CHLOROPHYTA,,HYALOTHECA
4/25/2021,4265,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,MICRASTERIAS,ZYGNEMATALES,CHLOROPHYTA,MICRASTERIAS ARCUATA,MICRASTERIAS ARCUATA
4/25/2021,4266,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,MICRASTERIAS,ZYGNEMATALES,CHLOROPHYTA,MICRASTERIAS FOLIACEA,MICRASTERIAS FOLIACEA
4/25/2021,4267,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,MICRASTERIAS,ZYGNEMATALES,CHLOROPHYTA,MICRASTERIAS JOHNSONII,MICRASTERIAS JOHNSONII
4/25/2021,4268,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,MICRASTERIAS,ZYGNEMATALES,CHLOROPHYTA,,MICRASTERIAS
4/25/2021,4269,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ONYCHONEMA,ZYGNEMATALES,CHLOROPHYTA,ONYCHONEMA FILIFORMIS,ONYCHONEMA FILIFORMIS
4/25/2021,4270,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ONYCHONEMA,ZYGNEMATALES,CHLOROPHYTA,ONYCHONEMA LAEVE,ONYCHONEMA LAEVE
4/25/2021,4271,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,ONYCHONEMA,ZYGNEMATALES,CHLOROPHYTA,,ONYCHONEMA
4/25/2021,4272,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,PENIUM,ZYGNEMATALES,CHLOROPHYTA,,PENIUM
4/25/2021,4273,GREEN ALGAE,CHLOROPHYCEAE,DESMIDIACEAE,PLEUROTAENIUM,ZYGNEMATALES,CHLOROPHYTA,PLEUROTAENIUM EHRENBERGII,PLEUROTAENIUM EHRENBERGII
